label,label_noisy
19,19
29,44
0,0
11,11
1,99
86,33
90,90
28,28
23,84
31,29
39,39
96,27
82,82
17,17
71,71
39,64
8,39
97,8
80,80
71,71
74,74
59,68
70,2
87,97
59,92
84,71
64,64
52,75
42,8
64,39
8,8
17,17
47,40
65,97
21,21
22,22
81,81
11,98
24,99
84,84
78,78
45,45
49,49
97,82
56,56
76,76
11,11
90,59
89,74
78,35
73,83
14,14
87,87
9,32
71,87
6,6
47,47
20,20
98,64
47,47
36,36
55,55
72,72
43,43
51,81
35,35
83,88
33,33
27,84
53,53
92,92
50,50
15,15
89,89
36,35
18,18
89,89
46,46
33,33
42,42
39,39
64,64
75,75
38,38
23,23
42,53
66,16
77,6
49,49
18,75
46,2
15,20
35,35
69,69
95,95
83,83
75,75
99,6
73,73
93,3
55,55
39,46
4,4
97,97
61,12
93,93
51,51
69,40
56,56
84,84
59,59
64,23
94,58
4,4
11,11
33,33
68,68
38,56
20,83
33,65
34,34
32,32
46,46
53,53
88,88
67,46
70,70
64,12
53,53
64,64
8,73
96,3
87,9
30,9
20,74
30,30
66,66
19,10
76,76
87,24
52,52
62,96
35,35
63,63
40,40
4,59
99,99
63,53
74,74
53,53
26,60
95,95
48,48
27,27
33,33
29,29
39,39
79,91
32,32
46,18
64,64
28,25
85,35
32,32
82,8
78,78
39,48
54,98
28,28
66,66
65,89
72,73
21,21
64,11
62,62
72,35
0,0
44,64
7,7
12,12
19,74
11,11
31,31
61,61
79,79
45,45
81,81
79,79
98,98
43,33
46,72
67,67
80,71
68,68
74,78
48,48
81,70
94,99
86,86
69,6
39,22
73,73
2,2
46,46
49,49
63,63
43,43
14,14
49,49
68,37
65,65
41,41
37,37
45,45
36,36
21,72
77,14
37,37
39,49
8,8
9,57
62,62
86,86
39,39
19,19
54,22
39,49
28,28
11,46
89,89
90,43
90,90
79,94
66,66
81,81
21,0
79,79
40,40
29,29
22,22
13,13
25,57
11,83
38,53
10,10
96,49
54,54
65,9
39,45
40,40
42,25
48,48
48,55
51,51
11,11
23,23
23,23
89,89
52,52
46,46
2,2
95,95
43,43
86,86
34,34
66,66
18,29
46,46
66,65
56,49
57,57
1,1
44,93
11,11
82,82
23,23
90,66
56,26
19,15
68,68
66,91
28,66
1,1
57,57
67,66
5,54
13,13
78,97
6,76
84,84
7,7
41,88
65,65
80,59
12,27
50,50
63,38
26,26
8,8
53,53
60,14
99,95
97,97
85,85
0,66
78,78
31,31
10,11
2,2
7,7
43,43
83,83
97,97
91,3
82,82
28,28
42,42
0,0
82,82
5,60
68,68
60,60
30,41
98,98
82,69
20,20
64,64
66,66
10,10
75,75
54,90
57,57
87,87
66,11
66,66
73,73
54,81
88,88
42,95
37,37
80,80
87,87
3,3
29,84
43,43
12,31
73,73
96,96
23,23
96,96
84,8
19,19
62,62
0,0
21,89
11,25
36,97
64,64
76,94
60,60
3,74
80,80
82,82
79,79
26,26
65,65
72,72
11,80
15,15
31,15
48,75
12,78
91,21
71,43
87,87
77,90
15,15
7,7
58,58
51,51
55,0
85,10
2,2
3,3
89,79
10,10
3,3
11,95
20,40
4,60
48,95
27,90
48,48
7,59
67,67
3,3
65,65
56,43
9,9
44,44
95,95
46,60
83,79
40,80
58,58
87,87
59,59
18,24
48,48
5,5
88,88
26,73
21,21
24,23
53,53
68,68
49,49
89,89
96,96
92,92
7,45
13,13
99,25
49,38
22,86
56,56
67,79
13,55
97,97
6,19
19,19
76,24
65,65
9,68
71,9
63,56
71,93
18,88
55,68
34,34
18,18
0,98
56,52
23,2
75,75
70,80
78,34
45,82
66,66
91,91
25,45
58,58
90,90
29,21
68,38
35,35
54,54
77,77
97,97
0,0
70,2
75,75
60,13
65,65
5,5
58,58
82,82
49,26
61,28
28,89
44,44
56,56
82,82
61,95
43,6
20,76
38,38
85,16
87,87
49,64
85,85
24,95
7,7
88,88
40,40
38,91
72,72
56,56
4,4
81,81
98,98
97,97
14,82
46,68
23,23
89,73
86,93
83,83
54,54
27,72
41,41
96,64
1,1
81,36
79,79
30,30
17,46
14,14
67,95
20,2
54,54
92,92
33,33
57,57
65,65
49,84
71,71
59,59
85,85
22,22
31,31
85,85
17,17
42,42
62,14
26,26
60,60
27,18
57,57
19,92
97,20
88,16
10,10
31,31
23,23
84,84
74,74
63,8
94,94
77,77
90,90
60,60
5,52
1,1
61,61
95,95
32,90
95,6
57,97
32,32
23,23
39,39
45,37
41,41
69,41
89,89
45,45
47,39
57,57
11,27
48,48
74,74
2,2
11,11
95,43
50,83
37,46
59,59
71,48
84,84
89,89
84,84
70,62
16,49
71,71
8,8
48,48
31,19
98,98
32,32
2,2
74,74
62,46
71,16
90,90
34,77
51,11
0,0
12,12
26,26
57,57
62,62
57,57
31,0
65,19
32,93
16,16
35,35
98,98
11,11
87,17
38,38
52,10
89,89
40,4
76,76
7,48
54,54
76,76
30,30
59,11
84,84
3,3
91,91
46,46
65,65
43,71
49,63
6,48
33,33
5,8
14,91
77,77
44,44
68,68
82,64
94,94
66,61
73,27
56,56
89,1
53,53
22,22
69,47
77,77
84,84
20,20
98,98
4,4
69,93
79,79
40,74
45,21
1,1
56,76
65,0
51,96
5,14
80,65
54,54
92,92
4,61
23,11
60,60
81,81
77,77
73,77
98,98
0,0
14,7
9,66
44,34
27,27
8,8
43,54
74,74
46,46
94,17
86,88
30,30
61,61
57,57
11,55
81,81
25,75
81,93
70,70
29,29
27,27
3,3
71,71
53,53
48,48
19,19
80,95
57,57
19,19
59,59
25,50
56,57
74,61
32,39
98,52
37,62
13,70
45,45
12,44
80,98
64,64
16,16
17,17
24,3
30,30
25,25
96,96
37,76
5,5
98,98
31,73
94,98
5,5
29,29
66,49
51,51
6,87
67,67
50,50
68,68
27,27
62,44
89,61
5,5
11,92
13,64
66,11
55,55
15,14
62,47
74,47
31,14
93,93
59,59
1,1
97,97
32,32
39,94
41,41
62,62
71,71
70,70
98,98
41,3
42,42
70,70
3,3
35,70
90,90
22,22
50,82
61,17
66,0
92,92
53,18
12,12
84,84
33,33
57,57
93,93
79,73
69,69
53,53
9,48
19,19
6,6
20,20
76,71
5,5
98,35
92,92
78,78
93,93
79,79
21,21
51,51
74,74
76,76
56,56
75,50
27,72
22,22
37,37
16,16
72,72
81,84
36,36
48,48
13,13
56,40
70,63
0,12
63,90
90,38
53,53
29,29
64,64
2,49
83,19
63,63
89,69
14,14
66,66
95,95
65,65
85,85
5,5
7,7
58,58
61,61
42,42
59,14
37,37
12,12
42,42
66,66
71,97
40,40
63,63
45,83
19,19
33,33
55,51
26,93
0,14
60,60
72,72
4,4
63,63
76,11
46,46
64,64
96,96
69,69
64,46
75,75
33,40
36,61
26,79
62,62
18,63
48,88
50,53
36,36
26,26
28,28
71,71
76,54
45,45
52,85
65,29
59,23
41,15
69,27
15,15
87,63
50,63
11,79
71,71
36,36
84,9
73,66
46,46
83,83
12,33
79,79
54,45
50,78
75,75
72,38
37,53
91,91
19,19
82,82
22,22
41,41
53,30
14,61
15,15
84,84
11,11
35,35
83,61
36,36
17,60
74,1
26,26
46,46
97,97
85,16
98,81
10,39
63,39
72,72
93,93
45,73
95,32
68,61
14,14
62,62
73,15
62,62
11,61
23,23
24,24
97,97
32,32
78,8
29,29
54,54
20,58
41,41
88,88
34,34
87,87
62,26
29,29
0,0
4,4
31,84
50,50
33,33
5,93
8,46
48,78
71,71
71,79
94,94
5,5
15,99
16,40
98,98
29,29
42,42
68,52
40,49
95,95
85,85
64,87
40,40
24,35
3,16
11,31
79,65
10,10
3,98
73,73
22,22
28,28
70,70
94,94
42,2
14,14
4,4
18,18
86,86
4,4
32,32
38,60
24,68
65,37
75,75
1,21
7,5
99,11
58,58
8,88
67,6
10,9
44,44
98,45
88,89
31,3
83,99
63,63
59,59
34,34
81,84
54,54
28,23
76,76
84,84
44,73
88,62
59,3
65,27
8,8
91,91
51,51
42,42
23,23
20,67
26,26
77,77
77,75
4,66
84,25
4,82
8,8
60,60
41,33
96,96
54,54
30,39
51,51
35,41
11,11
18,38
47,47
89,89
63,63
6,6
32,32
26,58
30,30
42,71
67,22
7,7
12,12
1,74
37,15
30,30
53,65
98,97
76,76
8,18
36,36
67,57
91,91
67,19
33,33
82,82
93,93
84,84
52,52
84,84
90,90
7,7
33,33
78,78
66,66
9,9
12,12
27,67
44,44
18,18
63,63
75,44
95,95
50,50
59,53
63,63
45,56
28,28
19,19
50,79
7,9
27,27
92,92
53,53
64,64
53,53
41,67
44,44
39,39
73,16
61,93
43,1
80,38
35,27
85,85
71,67
21,80
36,36
53,20
67,67
90,56
74,25
34,34
14,14
46,46
55,81
37,44
80,35
73,82
86,86
12,12
44,44
75,75
24,24
67,52
24,80
80,99
51,63
5,31
71,71
53,14
90,90
74,32
49,49
51,41
73,5
17,17
67,40
54,35
54,87
54,74
81,54
2,34
64,64
90,90
35,8
24,61
71,83
92,92
38,38
8,79
90,94
15,15
50,50
44,44
88,88
68,79
47,87
84,84
64,98
80,0
34,34
51,51
85,3
52,8
1,1
61,61
26,26
48,48
24,24
7,7
78,39
82,80
87,87
13,13
68,78
49,49
90,90
77,65
82,82
54,54
32,32
98,98
49,24
4,49
50,50
15,15
93,93
41,54
37,37
89,80
24,24
19,19
80,79
8,14
6,6
59,36
13,13
12,12
31,70
77,77
9,9
71,30
56,56
97,20
63,63
48,48
90,52
15,53
10,10
3,62
65,50
13,60
19,95
54,63
58,58
4,57
63,96
63,63
31,31
26,26
68,68
86,87
45,45
93,93
94,85
87,87
24,24
60,35
38,38
80,70
2,96
47,79
54,14
2,96
15,15
87,87
6,6
45,45
40,40
93,93
4,52
69,69
93,93
23,38
51,74
20,20
58,58
80,80
5,34
30,30
88,88
41,68
76,5
63,63
7,33
74,74
75,75
45,45
80,72
93,93
68,68
52,52
55,55
46,32
44,44
12,12
54,54
88,45
5,5
56,56
26,26
40,68
59,59
0,51
27,27
74,8
81,81
18,18
33,67
86,86
68,23
95,95
67,56
78,78
11,11
45,63
61,74
16,16
80,80
15,67
8,8
41,41
25,66
83,70
70,70
37,91
75,75
93,93
26,26
78,78
51,51
35,25
98,98
80,80
38,38
59,59
15,15
66,66
18,18
74,74
12,70
58,73
90,17
62,56
19,19
21,2
52,52
40,16
3,21
17,12
27,44
60,60
13,13
52,52
99,99
8,8
98,47
34,9
28,30
97,97
54,73
82,13
94,94
49,49
31,31
16,16
21,81
4,4
35,35
95,95
94,94
89,89
41,59
4,83
50,50
53,36
98,50
86,28
65,48
65,41
31,31
29,29
79,5
43,43
9,9
6,6
7,7
80,66
29,29
3,3
38,15
85,85
91,52
98,98
28,61
50,64
70,3
33,33
21,21
48,80
60,60
19,19
50,70
3,55
63,63
25,25
59,73
86,30
77,77
92,93
1,1
38,44
72,96
24,30
85,85
3,30
1,1
5,69
89,89
25,77
10,10
67,68
48,48
92,92
62,62
26,29
21,21
8,82
58,58
58,58
12,57
46,87
53,53
11,74
34,34
12,12
71,97
85,85
64,13
44,36
9,9
64,64
20,87
59,59
75,49
26,26
45,45
25,55
20,11
12,12
77,68
5,5
94,85
27,21
40,10
73,73
95,93
67,67
44,44
34,34
81,77
1,1
24,95
85,85
15,53
37,37
15,15
82,67
28,28
80,79
69,69
84,74
91,91
41,41
7,7
56,24
5,5
81,21
83,32
16,58
6,6
40,42
64,64
12,7
15,15
69,69
3,73
58,58
73,73
72,81
20,20
53,9
53,53
66,66
81,61
43,43
52,3
71,85
17,17
49,49
94,94
31,31
61,61
38,38
86,90
79,88
5,5
22,22
45,45
28,96
33,33
39,39
34,58
38,35
79,79
54,54
98,98
17,17
74,65
18,92
35,35
44,25
8,40
24,64
64,55
28,28
37,3
94,94
37,37
84,84
69,73
94,94
33,17
56,56
66,66
19,19
25,90
34,34
46,40
6,67
76,86
90,90
30,99
71,71
5,5
29,37
81,81
99,99
94,35
70,86
86,87
23,73
25,25
93,58
10,18
71,71
30,30
96,96
77,77
39,39
57,39
24,24
90,90
95,95
75,75
42,42
57,9
90,90
84,94
14,75
20,26
24,24
57,96
61,61
84,84
5,79
2,81
80,80
86,86
74,74
42,6
60,60
7,13
11,11
47,47
11,49
25,25
30,30
59,59
24,24
38,68
60,61
69,69
51,51
56,56
26,26
64,86
91,91
56,56
91,16
29,29
91,91
64,64
27,27
78,78
25,88
42,42
49,49
15,37
55,55
50,50
33,33
92,30
33,33
99,63
34,10
9,9
61,23
17,17
64,43
8,8
37,37
86,86
21,96
33,26
15,24
92,41
59,59
41,41
8,44
1,1
61,82
52,52
95,63
71,71
43,87
59,59
76,66
90,90
85,11
74,74
98,98
54,54
61,61
10,18
70,70
24,90
41,41
74,74
27,27
44,88
15,15
10,10
72,72
75,75
23,23
49,49
7,7
57,57
33,33
15,9
58,94
18,18
27,27
6,6
6,6
24,24
52,52
90,90
85,97
11,11
71,71
90,90
51,51
70,61
49,23
44,44
30,53
37,84
17,17
94,94
59,59
45,56
57,57
78,57
47,74
43,43
33,33
94,94
37,37
75,75
0,0
67,67
